Have,Name,Game,Set,Low,Mid,High
2,Kakuna,Pokemon,Base Set,$0.10,$0.74,$30.00
4,Machoke,Pokemon,Base Set,$0.19,$0.57,$3.48
1,Magikarp,Pokemon,Base Set,$0.25,$1.13,$4.00
2,Poliwhirl,Pokemon,Base Set,$0.20,$0.81,$2.99
1,Seel,Pokemon,Base Set,$0.20,$1.05,$4.50
1,Abra,Pokemon,Base Set,$0.08,$0.51,$20.00
1,Bulbasaur,Pokemon,Base Set,$0.25,$1.67,$9.52
9,Charmander,Pokemon,Base Set,$0.12,$1.25,$35.00
2,Diglett,Pokemon,Base Set,$0.09,$0.42,$5.00
1,Drowzee,Pokemon,Base Set,$0.15,$0.50,$2.00
2,Gastly,Pokemon,Base Set,$0.11,$0.50,$45.00
5,Machop,Pokemon,Base Set,$0.07,$0.39,$15.00
2,Magnemite,Pokemon,Base Set,$0.05,$0.50,$25.00
1,Nidoran M,Pokemon,Base Set,$0.10,$0.46,$2.00
3,Poliwag,Pokemon,Base Set,$0.13,$0.38,$5.00
1,Ponyta,Pokemon,Base Set,$0.01,$0.39,$3.00
3,Rattata,Pokemon,Base Set,$0.14,$0.42,$3.00
2,Staryu,Pokemon,Base Set,$0.08,$0.39,$35.00
1,Weedle,Pokemon,Base Set,$0.08,$0.38,$2.19
1,Energy Retrieval,Pokemon,Base Set,$0.14,$0.39,$1.99
1,Bill,Pokemon,Base Set,$0.02,$0.30,$2.00
1,Energy Removal,Pokemon,Base Set,$0.10,$0.32,$19.99
1,Gust of Wind,Pokemon,Base Set,$0.05,$0.25,$2.99
2,Potion,Pokemon,Base Set,$0.01,$0.21,$6.44
1,Pokedex,Pokemon,Base Set,$0.05,$0.35,$2.00
3,Bill,Pokemon,Base Set 2,$0.04,$0.27,$1.98
1,Energy Removal,Pokemon,Base Set 2,$0.06,$0.28,$2.00
1,Dodrio,Pokemon,Base Set 2,$0.37,$1.32,$4.98
1,Farfetch'd,Pokemon,Base Set 2,$0.10,$0.41,$2.49
1,Abra,Pokemon,Base Set 2,$0.15,$0.50,$19.99
2,Doduo,Pokemon,Base Set 2,$0.13,$0.32,$2.88
1,Gastly,Pokemon,Base Set 2,$0.10,$0.50,$2.40
1,Jynx,Pokemon,Base Set 2,$0.25,$0.52,$2.77
1,Poliwhirl,Pokemon,Base Set 2,$0.28,$0.65,$3.33
2,Seaking,Pokemon,Base Set 2,$0.19,$0.66,$3.00
1,Seel,Pokemon,Base Set 2,$0.16,$0.60,$2.00
5,Goldeen,Pokemon,Base Set 2,$0.12,$0.32,$2.66
1,Magnemite,Pokemon,Base Set 2,$0.12,$0.34,$4.24
2,Poliwag,Pokemon,Base Set 2,$0.10,$0.35,$2.00
1,Rhyhorn,Pokemon,Base Set 2,$0.10,$0.38,$2.25
2,Starmie,Pokemon,Base Set 2,$0.15,$0.50,$2.00
5,Staryu,Pokemon,Base Set 2,$0.10,$0.29,$2.00
3,Tangela,Pokemon,Base Set 2,$0.19,$0.37,$3.99
2,Potion,Pokemon,Base Set 2,$0.01,$0.20,$1.99
1,Golem - [Unlimited],Pokemon,Fossil,$0.25,$0.84,$3.62
3,Ekans - [Unlimited],Pokemon,Fossil,$0.09,$0.28,$5.29
2,Geodude - [Unlimited],Pokemon,Fossil,$0.09,$0.30,$3.00
3,Horsea - [Unlimited],Pokemon,Fossil,$0.05,$0.25,$2.00
1,Kabuto - [Unlimited],Pokemon,Fossil,$0.10,$0.29,$2.25
1,Omanyte - [Unlimited],Pokemon,Fossil,$0.04,$0.29,$2.09
2,Slowpoke - [Unlimited],Pokemon,Fossil,$0.10,$0.33,$20.24
1,Zubat - [Unlimited],Pokemon,Fossil,$0.03,$0.26,$2.25
1,Recycle - [1st Edition],Pokemon,Fossil,$0.14,$0.42,"$9,999.00"
1,Mysterious Fossil - [Unlimited],Pokemon,Fossil,$0.01,$0.25,$2.25
1,Aerodactyl (16) - [Unlimited],Pokemon,Fossil,$1.20,$3.38,$10.13
1,Lapras (25) - [Unlimited],Pokemon,Fossil,$1.00,$3.00,$11.00
1,Mr. Mime (6) - [Unlimited Holofoil],Pokemon,Jungle,$8.99,$20.00,$40.00
1,Dodrio - [Unlimited],Pokemon,Jungle,$0.25,$0.75,$3.00
1,Rapidash - [Unlimited],Pokemon,Jungle,$0.40,$0.87,$4.02
1,Bellsprout - [Unlimited],Pokemon,Jungle,$0.05,$0.26,$5.00
4,Cubone - [Unlimited],Pokemon,Jungle,$0.09,$0.33,$5.18
2,Goldeen - [Unlimited],Pokemon,Jungle,$0.08,$0.30,$5.00
1,Jigglypuff - [Unlimited],Pokemon,Jungle,$0.04,$0.36,$19.99
2,Meowth - [Unlimited],Pokemon,Jungle,$0.05,$0.29,$6.44
1,Nidoran F - [Unlimited],Pokemon,Jungle,$0.01,$0.27,$5.00
1,Oddish - [Unlimited],Pokemon,Jungle,$0.09,$0.28,$3.00
4,Rhyhorn - [Unlimited],Pokemon,Jungle,$0.10,$0.27,$4.00
1,Rhyhorn - [1st Edition],Pokemon,Jungle,$0.40,$1.11,$7.37
2,Venonat - [Unlimited],Pokemon,Jungle,$0.09,$0.26,$2.00
1,Battlin' Boxer Sparrer - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.14,$0.25,$1.25
1,Battlin' Boxer Sparrer - [1st Edition],YuGiOh,Lord of the Tachyon Galaxy,$0.18,$0.35,$2.25
1,Big Whale - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.10,$0.25,$1.12
1,Blizzard Falcon - [1st Edition],YuGiOh,Lord of the Tachyon Galaxy,$0.10,$0.25,$1.00
1,Blizzard Falcon - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.08,$0.25,$1.00
1,Brotherhood of the Fire Fist - Wolf - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.01,$0.24,$0.98
2,Brotherhood of the Fire Fist - Wolf - [1st Edition],YuGiOh,Lord of the Tachyon Galaxy,$0.05,$0.25,$1.17
1,"Burner, Dragon Ruler of Sparks - [Unlimited]",YuGiOh,Lord of the Tachyon Galaxy,$0.17,$0.33,$6.99
1,Dotedotengu - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.05,$0.24,$1.00
1,Eagle Shark - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.11,$0.25,$1.00
1,Fire King Avatar Garunix - [1st Edition],YuGiOh,Lord of the Tachyon Galaxy,$0.10,$0.25,$1.00
2,High Tide on Fire Island - [1st Edition],YuGiOh,Lord of the Tachyon Galaxy,$0.07,$0.24,$1.07
1,High Tide on Fire Island - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.05,$0.25,$2.05
1,Jewels of the Valiant - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.08,$0.25,$2.14
1,Legendary Atlantean Tridon - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.10,$0.25,$1.09
1,Little Fairy - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.01,$0.25,$1.00
1,Mecha Phantom Beast Blackfalcon - [1st Edition],YuGiOh,Lord of the Tachyon Galaxy,$0.09,$0.25,$1.00
1,Mecha Phantom Beast Stealthray - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.05,$0.25,$1.00
1,Mecha Phantom Beast Tetherwolf - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.10,$0.30,$1.19
1,Mimimic - [1st Edition],YuGiOh,Lord of the Tachyon Galaxy,$0.09,$0.25,$1.00
1,Noble Arms of Destiny - [1st Edition],YuGiOh,Lord of the Tachyon Galaxy,$0.30,$1.30,$5.00
1,Panther Shark - [1st Edition],YuGiOh,Lord of the Tachyon Galaxy,$0.10,$0.25,$1.00
1,Panther Shark - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.10,$0.25,$1.00
1,"Parsec, the Interstellar Dragon - [Unlimited]",YuGiOh,Lord of the Tachyon Galaxy,$0.22,$0.50,$1.98
1,"Reactan, Dragon Ruler of Pebbles - [1st Edition]",YuGiOh,Lord of the Tachyon Galaxy,$0.40,$0.56,$9.99
1,Sonic Warrior - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.05,$0.25,$1.00
1,Spellbook of Miracles - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.05,$0.25,$1.00
2,Spellbook of Miracles - [1st Edition],YuGiOh,Lord of the Tachyon Galaxy,$0.10,$0.25,$5.19
3,Starfish - [1st Edition],YuGiOh,Lord of the Tachyon Galaxy,$0.08,$0.25,$1.00
1,"Stream, Dragon Ruler of Droplets - [1st Edition]",YuGiOh,Lord of the Tachyon Galaxy,$0.25,$0.72,$9.99
1,"Tempest, Dragon Ruler of Storms - [1st Edition]",YuGiOh,Lord of the Tachyon Galaxy,$0.24,$0.99,$6.50
1,Xyz Block - [Unlimited],YuGiOh,Lord of the Tachyon Galaxy,$0.09,$0.25,$1.00
2,Mystical Elf - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.11,$0.25,"$10,000.00"
1,Neo the Magic Swordsman - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.17,$0.43,"$10,000.00"
1,Cosmo Queen - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.39,$0.60,"$10,000.00"
1,Chamberlain of the Six Samurai - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.08,$0.25,"$10,000.00"
1,Gagaga Child - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.10,$0.64,"$10,000.00"
1,Magical Undertaker - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.09,$0.25,"$10,000.00"
1,Caligo Claw Crow - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.50,$1.46,"$10,000.00"
1,Gagaga Magician - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.24,$0.50,$1.98
1,Gagaga Girl - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.25,$0.50,$3.00
1,Gagaga Gardna - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.11,$0.25,$1.75
1,Zubaba Knight - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.09,$0.25,"$10,000.00"
1,Ganbara Knight - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.06,$0.25,"$10,000.00"
1,Goblindbergh - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.22,$0.50,"$10,000.00"
1,Kagetokage - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.28,$0.54,"$10,000.00"
1,Tasuke Knight - [1st Edition],YuGiOh,Super Starter: V for Victory,$0.05,$0.25,"$10,000.00"
1,Ghostrick Parade - [1st Edition],YuGiOh,Primal Origin,$0.25,$0.59,$10.42
1,Artifacts Unleashed - [1st Edition],YuGiOh,Primal Origin,$0.05,$0.25,$5.12
1,Kuribandit - [1st Edition],YuGiOh,Dragons of Legend,$0.81,$1.69,$10.00
1,Soul Charge - [1st Edition],YuGiOh,Dragons of Legend,$0.24,$0.96,$10.00
1,Number C106: Giant Red Hand - [1st Edition],YuGiOh,Dragons of Legend,$0.19,$0.45,$5.29
1,Ayers Rock Sunrise - [1st Edition],YuGiOh,Dragons of Legend,$0.10,$0.50,$5.00
1,Construction Train Signal Red - [1st Edition],YuGiOh,Dragons of Legend,$0.10,$0.25,$5.16
1,Ambipom G,Pokemon,Rising Rivals,$0.15,$0.26,$1.09
1,Bebe's Search,Pokemon,Rising Rivals,$0.12,$0.32,$19.99
1,Bertha's Warmth,Pokemon,Rising Rivals,$0.15,$0.26,$2.00
1,Bronzong E4,Pokemon,Rising Rivals,$0.59,$0.75,$2.75
1,Darkrai G - [Holofoil],Pokemon,Rising Rivals,$8.99,$16.07,$19.49
1,Eevee,Pokemon,Rising Rivals,$0.44,$0.99,$5.39
1,Trapinch,Pokemon,Rising Rivals,$0.19,$0.34,$3.99
1,Upper Energy,Pokemon,Rising Rivals,$0.26,$0.45,$3.00
1,Sealeo,Pokemon,Rising Rivals,$0.07,$0.26,$1.08
1,Seedot,Pokemon,Rising Rivals,$0.08,$0.25,$4.99
1,Shellos East Sea,Pokemon,Rising Rivals,$0.20,$0.38,$19.99
1,Shellos West Sea,Pokemon,Rising Rivals,$0.07,$0.27,$2.43
1,SP Energy,Pokemon,Rising Rivals,$0.18,$0.29,$19.99
1,Spheal,Pokemon,Rising Rivals,$0.10,$0.29,$3.23
1,Staryu,Pokemon,Rising Rivals,$0.05,$0.25,$1.13
1,Electrode G,Pokemon,Rising Rivals,$0.15,$0.30,$2.69
1,Flareon E4 - [Reverse Holofoil],Pokemon,Rising Rivals,$5.81,$10.99,$19.99
1,Gallade E4 - [Reverse Holofoil],Pokemon,Rising Rivals,$0.81,$1.50,$2.74
1,Koffing,Pokemon,Rising Rivals,$0.10,$0.25,$3.40
1,Lairon - [Reverse Holofoil],Pokemon,Rising Rivals,$0.26,$0.50,$1.49
1,Leafeon,Pokemon,Rising Rivals,$0.99,$2.07,$9.99
1,Munchlax (69),Pokemon,Rising Rivals,$0.42,$0.76,$1.25
2,Nidorino,Pokemon,Rising Rivals,$0.15,$0.25,$1.00
1,Rapidash E4,Pokemon,Rising Rivals,$0.10,$0.51,$19.99
1,Paras,Pokemon,Mysterious Treasures,$0.10,$0.26,$4.99
1,Parasect,Pokemon,Mysterious Treasures,$0.14,$0.30,$4.99
1,Pikachu,Pokemon,Mysterious Treasures,$0.94,$2.09,$6.66
1,Nidoqueen,Pokemon,Mysterious Treasures,$0.78,$1.44,$6.99
1,Murkrow,Pokemon,Mysterious Treasures,$0.10,$0.30,$4.99
1,Mr. Mime,Pokemon,Mysterious Treasures,$0.30,$0.87,$3.79
1,Octillery,Pokemon,Mysterious Treasures,$0.10,$0.42,$3.37
1,Masquerain,Pokemon,Mysterious Treasures,$0.05,$0.27,$4.99
1,Magby,Pokemon,Mysterious Treasures,$0.20,$0.57,$4.63
1,Magikarp,Pokemon,Mysterious Treasures,$0.19,$0.33,$2.99
1,Fossil Excavator,Pokemon,Mysterious Treasures,$0.02,$0.27,$2.99
1,Finneon,Pokemon,Mysterious Treasures,$0.19,$0.31,$3.31
1,Geodude,Pokemon,Mysterious Treasures,$0.08,$0.25,$2.99
2,Gible,Pokemon,Mysterious Treasures,$0.20,$0.29,$2.99
2,Teddiursa,Pokemon,Mysterious Treasures,$0.18,$0.46,$3.87
1,Time-Space Distortion - [Holofoil],Pokemon,Mysterious Treasures,$26.84,$51.24,$70.00
1,Shieldon,Pokemon,Mysterious Treasures,$0.14,$0.30,$4.99
1,Shinx,Pokemon,Mysterious Treasures,$0.10,$0.36,$4.99
1,Slakoth,Pokemon,Mysterious Treasures,$0.26,$0.42,$2.17
1,Remoraid,Pokemon,Mysterious Treasures,$0.15,$0.28,$1.00
1,Sandshrew,Pokemon,Mysterious Treasures,$0.05,$0.29,$4.99
1,Tropius,Pokemon,Mysterious Treasures,$0.15,$0.34,$1.13
2,Totodile,Pokemon,Mysterious Treasures,$0.15,$0.40,$19.99
1,Toxicroak,Pokemon,Mysterious Treasures,$0.40,$0.82,$1.99
1,Vigoroth,Pokemon,Mysterious Treasures,$0.18,$0.31,$4.99
1,Vulpix,Pokemon,Mysterious Treasures,$0.23,$0.44,$1.25
1,Zubat,Pokemon,Mysterious Treasures,$0.10,$0.28,$1.00
1,Dunsparce,Pokemon,Mysterious Treasures,$0.20,$0.59,$3.44
1,Dodrio,Pokemon,Mysterious Treasures,$0.09,$0.30,$1.99
1,Chingling,Pokemon,Mysterious Treasures,$0.74,$0.99,$6.99
2,Croagunk,Pokemon,Mysterious Treasures,$0.09,$0.26,$1.99
1,Crobat,Pokemon,Mysterious Treasures,$0.99,$1.50,$4.99
1,Bayleef,Pokemon,Mysterious Treasures,$0.30,$0.74,$3.79
1,Aron,Pokemon,Mysterious Treasures,$0.23,$0.64,$4.99
1,Armor Fossil,Pokemon,Mysterious Treasures,$0.02,$0.25,$3.50
1,Buizel,Pokemon,Mysterious Treasures,$0.07,$0.27,$4.99
1,Buizel - [Reverse Holofoil],Pokemon,Mysterious Treasures,$0.37,$1.49,$3.77
1,Chansey,Pokemon,Mysterious Treasures,$0.20,$0.42,$4.99
2,Chikorita,Pokemon,Mysterious Treasures,$0.13,$0.41,$5.00
1,Cherubi,Pokemon,Stormfront,$0.10,$0.39,$2.81
1,Dusknoir (1) - [Holofoil],Pokemon,Stormfront,$1.50,$2.42,$4.99
1,Duskull (59),Pokemon,Stormfront,$0.15,$0.28,$3.31
1,Magikarp,Pokemon,Stormfront,$0.27,$0.62,$999.99
1,Magneton (42),Pokemon,Stormfront,$0.25,$0.71,$1.80
1,Miltank - [Reverse Holofoil],Pokemon,Stormfront,$0.37,$0.68,$1.68
1,Premier Ball,Pokemon,Stormfront,$0.37,$0.62,$4.20
1,Porygon,Pokemon,Plasma Blast,$0.10,$0.25,$5.00
1,Octillery (Team Plasma),Pokemon,Plasma Blast,$0.10,$0.25,$2.97
1,Machop,Pokemon,Plasma Blast,$0.10,$0.23,$1.00
1,Kangaskhan,Pokemon,Plasma Blast,$0.10,$0.21,$2.54
1,Wartortle,Pokemon,Plasma Blast,$1.39,$2.08,$5.39
1,Volcarona (Team Plasma) - [Reverse Holofoil],Pokemon,Plasma Blast,$0.23,$0.78,$4.99
1,Throh,Pokemon,Plasma Blast,$0.15,$0.25,$3.37
1,Teddiursa,Pokemon,Plasma Blast,$0.15,$0.25,$2.96
1,Azelf,Pokemon,Plasma Blast,$0.20,$0.50,$2.81
1,Archen,Pokemon,Plasma Blast,$0.23,$0.50,$3.35
1,Meowth - [1st Edition],Pokemon,Team Rocket,$0.24,$1.00,$5.93
2,Psyduck - [Unlimited],Pokemon,Team Rocket,$0.17,$0.40,$5.49
1,Graveler - 030/097,Pokemon,Dragon,$1.51,$3.11,$7.00
1,Growlithe,Pokemon,Legend Maker,$0.35,$0.92,$3.15
1,Girafarig,Pokemon,Legend Maker,$1.18,$1.99,$4.99
1,Power Tree,Pokemon,Legend Maker,$0.25,$0.75,$1.99
1,Skitty,Pokemon,Legend Maker,$0.20,$0.34,$3.00
1,Voltorb,Pokemon,Legend Maker,$0.12,$0.32,$1.26
1,Trapinch - [Holofoil],Pokemon,Legend Maker,$0.00,$0.00,$0.00
1,Electrode,Pokemon,Legend Maker,$0.25,$0.50,$1.49
1,Claw Fossil,Pokemon,Legend Maker,$0.09,$0.27,$2.07
1,Deoxys (Delta Species - Normal Forme) - [Holofoil],Pokemon,Holon Phantoms,$10.99,$14.80,$29.95
1,Vibrava (Delta Species),Pokemon,Holon Phantoms,$0.48,$0.90,$7.97
1,Whiscash,Pokemon,Holon Phantoms,$0.20,$0.44,$1.99
1,Root Fossil,Pokemon,Holon Phantoms,$0.12,$0.35,$1.61
1,Psyduck (Delta Species) - [Reverse Holofoil],Pokemon,Holon Phantoms,$29.69,$34.12,$39.95
2,Pikachu,Pokemon,Holon Phantoms,$0.91,$2.62,$9.99
1,Phanpy,Pokemon,Holon Phantoms,$0.14,$0.39,$2.00
3,Phanpy,Pokemon,Secret Wonders,$0.08,$0.25,$1.00
1,Pinsir,Pokemon,Secret Wonders,$0.21,$0.47,$1.45
1,PlusPower - [Reverse Holofoil],Pokemon,Secret Wonders,$0.39,$0.50,$2.99
3,PlusPower,Pokemon,Secret Wonders,$0.08,$0.25,$3.50
2,Psyduck,Pokemon,Secret Wonders,$0.25,$0.47,$4.73
1,Quagsire,Pokemon,Secret Wonders,$0.25,$0.43,$4.99
3,Potion,Pokemon,Secret Wonders,$0.02,$0.20,$1.13
3,Professor Oak's Visit,Pokemon,Secret Wonders,$0.10,$0.25,$1.43
1,Professor Rowan,Pokemon,Secret Wonders,$0.14,$0.41,$3.46
1,Miltank,Pokemon,Secret Wonders,$0.25,$0.66,$3.40
1,Minun,Pokemon,Secret Wonders,$0.42,$1.30,$1.99
3,Mareep,Pokemon,Secret Wonders,$0.10,$0.29,$2.00
1,Nidoran M,Pokemon,Secret Wonders,$0.18,$0.40,$2.00
1,Gastrodon East Sea - [Holofoil],Pokemon,Secret Wonders,$4.60,$6.82,$10.49
1,Golduck,Pokemon,Secret Wonders,$0.28,$0.86,$3.00
1,Golem - [Reverse Holofoil],Pokemon,Secret Wonders,$0.92,$3.35,$5.77
2,Flaaffy,Pokemon,Secret Wonders,$0.10,$0.34,$2.00
1,Ivysaur,Pokemon,Secret Wonders,$0.50,$1.05,$7.17
1,Hoppip,Pokemon,Secret Wonders,$0.13,$0.26,$2.99
1,Kirlia,Pokemon,Secret Wonders,$0.50,$0.89,$1.99
1,Magmar - [Reverse Holofoil],Pokemon,Secret Wonders,$0.60,$1.00,$4.99
3,Lickitung,Pokemon,Secret Wonders,$0.09,$0.27,$1.00
2,Roseanne's Research,Pokemon,Secret Wonders,$0.71,$1.75,$5.99
1,Roselia,Pokemon,Secret Wonders,$0.20,$0.40,$1.00
1,Rattata,Pokemon,Secret Wonders,$0.10,$0.36,$3.79
1,Sableye,Pokemon,Secret Wonders,$0.25,$0.63,$4.99
1,Shellder,Pokemon,Secret Wonders,$0.08,$0.27,$2.59
1,Skiploom,Pokemon,Secret Wonders,$0.13,$0.50,$1.47
2,Shuppet,Pokemon,Secret Wonders,$0.14,$0.30,$4.99
2,Shroomish,Pokemon,Secret Wonders,$0.15,$0.26,$4.99
1,Shellos West Sea,Pokemon,Secret Wonders,$0.25,$0.41,$1.27
2,Shelgon,Pokemon,Secret Wonders,$0.18,$0.41,$1.70
1,Sentret,Pokemon,Secret Wonders,$0.09,$0.29,$4.99
1,Switch,Pokemon,Secret Wonders,$0.20,$0.56,$1.00
1,Squirtle,Pokemon,Secret Wonders,$0.75,$1.80,$9.99
1,Stantler,Pokemon,Secret Wonders,$0.05,$0.25,$1.00
1,Wormadam Plant Cloak,Pokemon,Secret Wonders,$0.30,$0.82,$1.80
1,Voltorb,Pokemon,Secret Wonders,$0.04,$0.25,$1.94
1,Unown [O],Pokemon,Secret Wonders,$0.22,$0.49,$2.43
1,Electrode,Pokemon,Secret Wonders,$0.22,$0.50,$2.00
4,Electabuzz,Pokemon,Secret Wonders,$0.10,$0.28,$1.49
1,Duskull,Pokemon,Secret Wonders,$0.24,$0.44,$1.29
1,Diglett,Pokemon,Secret Wonders,$0.20,$0.32,$3.12
1,Donphan,Pokemon,Secret Wonders,$0.05,$0.30,$4.99
1,Banette,Pokemon,Secret Wonders,$0.49,$0.84,$3.99
1,Bebe's Search,Pokemon,Secret Wonders,$0.15,$0.31,$2.00
1,Carvanha,Pokemon,Secret Wonders,$0.10,$0.25,$4.99
1,Charizard - [Holofoil],Pokemon,Secret Wonders,$73.50,$91.19,$181.74
1,Charmander,Pokemon,Secret Wonders,$0.17,$0.90,$7.89
1,Burmy Trash Cloak,Pokemon,Secret Wonders,$0.19,$0.35,$4.99
1,Breloom,Pokemon,Secret Wonders,$0.13,$0.47,$4.99
1,Ampharos,Pokemon,Secret Wonders,$0.00,$0.00,$0.00
1,Altaria - [Holofoil],Pokemon,Triumphant,$1.24,$1.89,$3.38
1,Aipom,Pokemon,Triumphant,$0.14,$0.25,$3.31
3,Carvanha,Pokemon,Triumphant,$0.19,$0.33,$3.31
1,Bellsprout,Pokemon,Triumphant,$0.13,$0.25,$2.13
1,Diglett - [Reverse Holofoil],Pokemon,Triumphant,$0.37,$0.60,$4.28
1,Electrode,Pokemon,Triumphant,$0.20,$0.30,$1.84
1,Darkrai & Cresselia Legend (Top) - [Holofoil],Pokemon,Triumphant,$35.90,$50.45,$99.99
1,Voltorb,Pokemon,Triumphant,$0.20,$0.29,$1.28
2,Venonat,Pokemon,Triumphant,$0.07,$0.25,$1.12
1,Weepinbell,Pokemon,Triumphant,$0.19,$0.30,$1.26
2,Spoink,Pokemon,Triumphant,$0.10,$0.25,$3.31
1,Swinub,Pokemon,Triumphant,$0.14,$0.25,$3.31
1,Swinub - [Reverse Holofoil],Pokemon,Triumphant,$0.27,$0.49,$2.71
1,Tentacool,Pokemon,Triumphant,$0.16,$0.27,$3.29
1,Tentacool - [Reverse Holofoil],Pokemon,Triumphant,$0.39,$0.63,$2.81
2,Seeker,Pokemon,Triumphant,$0.44,$0.86,$1.99
2,Shuppet,Pokemon,Triumphant,$0.13,$0.25,$2.72
1,Skorupi,Pokemon,Triumphant,$0.09,$0.25,$2.72
1,Skorupi - [Reverse Holofoil],Pokemon,Triumphant,$0.25,$0.49,$3.89
1,Rescue Energy - [Reverse Holofoil],Pokemon,Triumphant,$2.93,$3.43,$5.99
1,Rescue Energy,Pokemon,Triumphant,$0.91,$1.00,$1.30
1,Lickilicky - [Reverse Holofoil],Pokemon,Triumphant,$0.49,$0.99,$2.02
1,Lickilicky,Pokemon,Triumphant,$0.28,$0.40,$3.56
1,Lickitung,Pokemon,Triumphant,$0.15,$0.30,$3.89
1,Magmar,Pokemon,Triumphant,$0.20,$0.33,$1.29
1,Magmortar,Pokemon,Triumphant,$0.53,$0.75,$2.55
1,Machoke,Pokemon,Triumphant,$0.26,$0.41,$1.00
1,Lairon,Pokemon,Triumphant,$0.21,$0.29,$2.44
1,Kricketot,Pokemon,Triumphant,$0.01,$0.25,$3.31
1,Haunter,Pokemon,Triumphant,$0.99,$1.54,$3.00
2,Illumise,Pokemon,Triumphant,$0.10,$0.28,$3.31
1,Indigo Plateau,Pokemon,Triumphant,$0.15,$0.39,$3.91
2,Gastly,Pokemon,Triumphant,$0.18,$0.39,$1.28
1,Nidoran M,Pokemon,Triumphant,$0.05,$0.25,$1.08
1,Nidorino,Pokemon,Triumphant,$0.22,$0.33,$1.32
1,Palkia & Dialga Legend (Top) - [Holofoil],Pokemon,Triumphant,$34.99,$44.48,$54.98
1,Mamoswine - [Holofoil],Pokemon,Triumphant,$1.70,$2.00,$3.40
2,Magnemite,Pokemon,Triumphant,$0.16,$0.30,$3.31
1,Porygon,Pokemon,Triumphant,$0.14,$0.29,$3.40
1,Porygon2,Pokemon,Triumphant,$0.20,$0.43,$3.31
2,Ponyta,Pokemon,Triumphant,$0.17,$0.30,$1.20
1,Piloswine,Pokemon,Triumphant,$0.15,$0.33,$1.22
1,Pidgey,Pokemon,Triumphant,$0.17,$0.29,$1.25
1,Yanma,Pokemon,Triumphant,$0.10,$0.30,$5.27
1,Yanmega,Pokemon,Triumphant,$0.14,$0.27,$1.19
1,Ralts,Pokemon,Power Keepers,$0.10,$0.29,$1.49
1,Magneton,Pokemon,Power Keepers,$0.75,$1.32,$4.97
2,Magnemite,Pokemon,Power Keepers,$0.10,$0.27,$1.99
1,Glacia's Stadium,Pokemon,Power Keepers,$0.75,$2.19,$3.97
2,Torchic,Pokemon,Power Keepers,$0.09,$0.26,$1.49
1,Steven's Advice,Pokemon,Power Keepers,$0.99,$2.17,$4.47
1,Spheal,Pokemon,Power Keepers,$0.19,$0.30,$3.39
1,Slakoth,Pokemon,Power Keepers,$0.15,$0.39,$3.59
1,Trapinch,Pokemon,Power Keepers,$0.10,$0.29,$2.25
1,Claw Fossil,Pokemon,Power Keepers,$0.10,$0.25,$1.49
1,Combusken - [Reverse Holofoil],Pokemon,Power Keepers,$2.49,$3.09,$5.15
2,Beldum,Pokemon,Power Keepers,$0.10,$0.26,$1.99
3,Cacnea,Pokemon,Power Keepers,$0.14,$0.26,$1.91
1,Cacturne,Pokemon,Power Keepers,$0.20,$0.47,$3.31
1,Buizel,Pokemon,Supreme Victors,$0.05,$0.25,$2.92
1,Chatot,Pokemon,Supreme Victors,$0.16,$0.29,$2.00
3,Cherubi,Pokemon,Supreme Victors,$0.21,$0.30,$2.87
1,Chimchar,Pokemon,Supreme Victors,$0.05,$0.36,$2.00
1,Cherrim,Pokemon,Supreme Victors,$0.20,$0.39,$3.97
1,Baltoy,Pokemon,Supreme Victors,$0.20,$0.65,$3.79
