,Qty,Min,Avg,High
Have,5317,"$1,260.12","$2,684.49","$632,687.95"
Have,Name,Game,Set,Low,Mid,High
1,Ancient Gear Factory - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.13,$0.30,$1.98
1,Ancient Gear Drill - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.15,$0.36,$1.98
1,Ancient Gear Castle - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.20,$0.42,$3.98
1,Mystical Space Typhoon - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.25,$0.54,$1.40
1,Limiter Removal - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.14,$0.30,$4.13
1,Heavy Storm - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$1.25,$1.76,$3.36
1,Enemy Controller - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.26,$0.44,$1.00
1,Weapon Change - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.05,$0.30,$1.40
1,Machine Duplication - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.25,$0.61,$2.50
1,Pot of Avarice - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.64,$1.01,$5.99
1,Stronghold the Moving Fortress - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.05,$0.25,$1.76
1,Ultimate Offering - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.23,$0.56,$3.15
2,Sakuretsu Armor - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.52,$0.75,$1.98
1,Micro Ray - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.05,$0.24,$1.76
1,Rare Metalmorph - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.10,$0.25,$1.76
1,Covering Fire - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.09,$0.32,$1.76
1,Roll Out! - [Unlimited],YuGiOh,Structure Deck: Machine Re-Volt,$0.05,$0.25,$1.00
1,Apprentice Magician - [1st Edition],YuGiOh,Structure Deck: Spellcaster's Judgment,$0.09,$0.25,$5.21
1,Mystic Box - [Unlimited],YuGiOh,Structure Deck: Spellcaster's Judgment,$0.33,$0.43,$5.39
1,Book of Moon - [Unlimited],YuGiOh,Structure Deck: Dragons Collide,$0.59,$0.85,$1.25
1,Dragunity Arma Leyvaten - [1st Edition],YuGiOh,Structure Deck: Dragunity Legion,$0.20,$0.74,$9.50
1,Dragunity Arma Mystletainn - [1st Edition],YuGiOh,Structure Deck: Dragunity Legion,$0.40,$1.12,$8.00
1,Dragunity Aklys - [1st Edition],YuGiOh,Structure Deck: Dragunity Legion,$0.20,$0.49,$1.82
1,Vanillish,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
1,Swanna,Pokemon,SWSH03: Darkness Ablaze,$0.02,$0.23,$2.00
1,Bunnelby,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
1,Fletchling,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
1,Skwovet,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
1,Toxapex,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
1,Lairon,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$1.26
1,Klink,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
1,Klang,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$20.00
1,Cufant,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
1,Spinarak,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
2,Electrike,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
1,Purrloin,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
1,Toxel,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
2,Deino,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
1,Zweilous,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
1,Jigglypuff,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
1,Lunatone,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
2,Gothorita,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
1,Golett,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
1,Dedenne,Pokemon,SWSH03: Darkness Ablaze,$0.03,$0.15,$40.00
1,Morelull,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
1,Dugtrio,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$2.00
1,Larvitar,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
1,Passimian,Pokemon,SWSH03: Darkness Ablaze,$0.01,$0.10,$5.00
1,Feral Imp - [Unlimited],YuGiOh,Speed Duel Demo Deck,$0.75,$0.99,$2.50
1,Battle Ox - [Unlimited],YuGiOh,Speed Duel Demo Deck,$0.42,$0.90,$10.00
4,Beedrill,Pokemon,Champion's Path,$0.02,$0.15,$5.00
2,Vulpix,Pokemon,Champion's Path,$0.01,$0.13,$5.00
1,Victini,Pokemon,Champion's Path,$0.02,$0.15,$1.01
1,Sizzlipede,Pokemon,Champion's Path,$0.01,$0.10,$5.00
1,Sharpedo,Pokemon,Champion's Path,$0.02,$0.10,$1.03
1,Hatenna,Pokemon,Champion's Path,$0.01,$0.10,$5.00
1,Hatterene - [Reverse Holofoil],Pokemon,Champion's Path,$0.09,$0.25,$6.58
1,Machoke,Pokemon,Champion's Path,$0.02,$0.17,$5.00
1,Machamp - [Holofoil],Pokemon,Champion's Path,$0.04,$0.25,$5.25
1,Galarian Zigzagoon,Pokemon,Champion's Path,$0.01,$0.10,$5.00
1,Galarian Linoone,Pokemon,Champion's Path,$0.01,$0.10,$5.00
1,Absol,Pokemon,Champion's Path,$0.03,$0.15,$5.00
2,Purrloin,Pokemon,Champion's Path,$0.01,$0.10,$5.00
2,Liepard,Pokemon,Champion's Path,$0.03,$0.15,$5.00
1,Scraggy,Pokemon,Champion's Path,$0.01,$0.10,$5.00
1,Trubbish,Pokemon,Champion's Path,$0.01,$0.10,$1.13
2,Inkay,Pokemon,Champion's Path,$0.01,$0.10,$5.00
3,Nickit,Pokemon,Champion's Path,$0.01,$0.10,$5.00
1,Suspicious Food Tin,Pokemon,Champion's Path,$0.01,$0.15,$5.00
2,Team Yell Grunt,Pokemon,Champion's Path,$0.01,$0.15,$5.00
1,Turffield Stadium,Pokemon,Champion's Path,$0.05,$0.20,$5.00
1,Juragedo - [1st Edition],YuGiOh,Legendary Duelists: Rage of Ra,$0.04,$0.25,$1.25
1,Meklord Emperor Wisel - [1st Edition],YuGiOh,Legendary Duelists: Rage of Ra,$0.01,$0.21,$2.00
1,Meklord Astro Dragon Asterisk - [1st Edition],YuGiOh,Legendary Duelists: Rage of Ra,$0.01,$0.20,$1.28
1,Meklord Fortress - [1st Edition],YuGiOh,Legendary Duelists: Rage of Ra,$0.01,$0.20,$1.99
1,Jinzo - Returner - [1st Edition],YuGiOh,Legendary Duelists: Rage of Ra,$0.03,$0.25,$1.99
1,Brain Control - [1st Edition],YuGiOh,Legendary Duelists: Rage of Ra,$0.10,$0.25,$10.23
1,Mind Control - [1st Edition],YuGiOh,Legendary Duelists: Rage of Ra,$0.20,$0.31,$1.65
1,Meklord Army of Granel - [1st Edition],YuGiOh,Legendary Duelists: Rage of Ra,$0.01,$0.20,$1.05
1,Boon of the Meklord Emperor - [1st Edition],YuGiOh,Legendary Duelists: Rage of Ra,$0.01,$0.24,$1.35
1,Reboot - [1st Edition],YuGiOh,Legendary Duelists: Rage of Ra,$0.01,$0.20,$1.03
1,The Phantom Knights of Stained Greaves - [1st Edition],YuGiOh,Phantom Rage,$0.01,$0.22,$1.25
1,Infernity Wildcat - [1st Edition],YuGiOh,Phantom Rage,$0.01,$0.20,$1.02
1,Awakening of the Possessed - Gagigobyte - [1st Edition],YuGiOh,Phantom Rage,$0.01,$0.20,$1.02
1,Gluttonous Reptolphin Greethys - [1st Edition],YuGiOh,Phantom Rage,$0.01,$0.16,$1.31
1,Cupid Fore - [1st Edition],YuGiOh,Phantom Rage,$0.01,$0.18,$1.30
1,Dual Avatar Defeating Evil - [1st Edition],YuGiOh,Phantom Rage,$0.01,$0.20,$1.25
1,Infernity Paranoia - [1st Edition],YuGiOh,Phantom Rage,$0.01,$0.20,$1.02
1,U.A. Locker Room - [1st Edition],YuGiOh,Phantom Rage,$0.01,$0.21,$1.03
1,Charge Into a Dark World - [1st Edition],YuGiOh,Phantom Rage,$0.01,$0.20,$1.30
1,Infernity Suppression - [1st Edition],YuGiOh,Phantom Rage,$0.01,$0.20,$1.25
1,One or Eight - [1st Edition],YuGiOh,Phantom Rage,$0.01,$0.17,$1.25
1,Mahaama the Fairy Dragon - [1st Edition],YuGiOh,Phantom Rage,$0.01,$0.20,$1.05
1,Myutant GB-88 - [1st Edition],YuGiOh,Phantom Rage,$0.01,$0.21,$1.25
1,Myutant Fusion - [1st Edition],YuGiOh,Phantom Rage,$0.02,$0.23,$2.94
2,Exeggcute,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Exeggutor,Pokemon,SWSH04: Vivid Voltage,$0.05,$0.20,$5.00
1,Yanma,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
4,Seedot,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
1,Nuzleaf,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
3,Nincada,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
3,Skiddo,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
2,Gogoat,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Dhelmise,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
3,Charmander,Pokemon,SWSH04: Vivid Voltage,$0.02,$0.15,$5.00
3,Charmeleon,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.12,$40.00
1,Flareon,Pokemon,SWSH04: Vivid Voltage,$0.04,$0.25,$2.77
1,Slugma,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
2,Dewott,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
2,Chewtle,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Cramorant,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
3,Arrokuda,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
3,Voltorb,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Zapdos - [Holofoil],Pokemon,SWSH04: Vivid Voltage,$0.08,$0.32,$999.99
1,Electrike,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
2,Manectric,Pokemon,SWSH04: Vivid Voltage,$0.02,$0.20,$2.77
1,Blitzle,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
2,Tynamo,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Eelektrik,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
1,Eelektrik - [Reverse Holofoil],Pokemon,SWSH04: Vivid Voltage,$0.05,$0.20,$2.77
1,Eelektross,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.20,$999.99
3,Pincurchin,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
1,Pincurchin - [Reverse Holofoil],Pokemon,SWSH04: Vivid Voltage,$0.05,$0.20,$2.77
1,Clefairy,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
3,Girafarig,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
3,Shuppet,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
1,Duskull,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$60.00
1,Dusclops,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
2,Woobat,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Whimsicott,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.23,$999.99
3,Milcery,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
2,Wooper,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Allister,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Beauty,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$6.99
1,Cara Liss,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Drone Rotom - [Reverse Holofoil],Pokemon,SWSH04: Vivid Voltage,$0.01,$0.19,$2.77
1,League Staff,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$2.00
3,Memory Capsule,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.15,$1.25
1,Memory Capsule - [Reverse Holofoil],Pokemon,SWSH04: Vivid Voltage,$0.04,$0.22,$999.99
2,Shuckle,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
2,Phanpy,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
1,Nessa,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.15,$8.99
1,Nessa - [Reverse Holofoil],Pokemon,SWSH04: Vivid Voltage,$0.10,$0.25,$999.99
1,Regirock - [Holofoil],Pokemon,SWSH04: Vivid Voltage,$0.09,$0.25,$999.99
2,Riolu,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
2,Terrakion - [Reverse Holofoil],Pokemon,SWSH04: Vivid Voltage,$0.06,$0.24,$2.77
1,Rocky Helmet,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Rockruff,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Mudsdale,Pokemon,SWSH04: Vivid Voltage,$0.04,$0.20,$2.77
1,Aromatic Grass Energy,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.15,$5.00
2,Clobbopus,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
1,Grapploct,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.20,$5.00
1,Poochyena - [Reverse Holofoil],Pokemon,SWSH04: Vivid Voltage,$0.05,$0.25,$2.77
2,Poochyena,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
3,Mightyena,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Sableye,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
2,Krokorok,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
1,Krookodile,Pokemon,SWSH04: Vivid Voltage,$0.06,$0.25,$999.99
3,Trubbish,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Galarian Meowth,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Forretress,Pokemon,SWSH04: Vivid Voltage,$0.03,$0.20,$5.00
1,Beldum,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$60.00
2,Metang,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
1,Excadrill,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
2,Ferrothorn,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$2.54
1,Galarian Stunfisk,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Galarian Stunfisk - [Reverse Holofoil],Pokemon,SWSH04: Vivid Voltage,$0.05,$0.20,$1.16
1,Duraludon - [Holofoil],Pokemon,SWSH04: Vivid Voltage,$0.07,$0.25,$999.99
4,Eevee,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Swellow,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
4,Whismur,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Whismur - [Reverse Holofoil],Pokemon,SWSH04: Vivid Voltage,$0.05,$0.20,$2.77
2,Chatot,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$5.00
1,Trumbeak,Pokemon,SWSH04: Vivid Voltage,$0.01,$0.10,$40.00
1,Toucannon,Pokemon,SWSH04: Vivid Voltage,$0.02,$0.20,$2.77
1,Oranguru (Secret) - [Holofoil],Pokemon,SWSH04: Vivid Voltage,$3.35,$5.99,$37.98
1,Yanma,Pokemon,Shining Fates,$0.01,$0.10,$5.00
2,Cacnea,Pokemon,Shining Fates,$0.01,$0.09,$5.00
1,Tropius,Pokemon,Shining Fates,$0.01,$0.10,$5.00
3,Dartrix,Pokemon,Shining Fates,$0.01,$0.10,$7.99
2,Eldegoss,Pokemon,Shining Fates,$0.01,$0.09,$5.00
2,Horsea,Pokemon,Shining Fates,$0.01,$0.10,$5.00
1,Buizel,Pokemon,Shining Fates,$0.01,$0.09,$5.00
2,Floatzel,Pokemon,Shining Fates,$0.01,$0.09,$5.00
3,Chewtle,Pokemon,Shining Fates,$0.01,$0.08,$5.00
2,Cramorant,Pokemon,Shining Fates,$0.01,$0.08,$5.00
3,Snom,Pokemon,Shining Fates,$0.01,$0.10,$5.00
3,Shinx,Pokemon,Shining Fates,$0.01,$0.08,$5.00
2,Luxio,Pokemon,Shining Fates,$0.01,$0.10,$5.00
1,Morpeko (035),Pokemon,Shining Fates,$0.01,$0.09,$5.00
3,Trapinch,Pokemon,Shining Fates,$0.01,$0.09,$5.00
2,Koffing,Pokemon,Shining Fates,$0.01,$0.10,$5.00
1,Spinarak,Pokemon,Shining Fates,$0.01,$0.09,$40.00
1,Cufant,Pokemon,Shining Fates,$0.01,$0.09,$5.00
1,Eevee,Pokemon,Shining Fates,$0.01,$0.10,$5.00
1,Ball Guy,Pokemon,Shining Fates,$0.01,$0.10,$5.99
3,Team Yell Towel,Pokemon,Shining Fates,$0.01,$0.10,$5.00
1,Rusted Shield,Pokemon,Shining Fates,$0.01,$0.10,$5.00
1,Boss's Orders,Pokemon,Shining Fates,$0.07,$0.28,$999.99
1,Cacnea,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Cherubi,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Scatterbug,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
2,Fomantis,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Tapu Bulu - [Holofoil],Pokemon,SWSH05: Battle Styles,$0.10,$0.25,$7.98
1,Blipbug,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Entei - [Holofoil],Pokemon,SWSH05: Battle Styles,$0.09,$0.30,$19.99
1,Energy Recycler - [Reverse Holofoil],Pokemon,SWSH05: Battle Styles,$0.25,$1.15,$29.99
1,Korrina's Focus,Pokemon,SWSH05: Battle Styles,$0.01,$0.15,$5.49
1,Tepig,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Heatmor,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
2,Phoebe,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Rapid Strike Scroll of Swirls,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$1.10
1,Spearow,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
3,Fearow,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Lickitung,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Horsea,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
3,Glameow,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Purugly,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Indeedee,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Corphish,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
3,Frillish,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Bronzor,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Bruxish,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
2,Honedge,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Zubat,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$2.00
1,Yamper - [Reverse Holofoil],Pokemon,SWSH05: Battle Styles,$0.04,$0.20,$1.09
1,Boltund - [Reverse Holofoil],Pokemon,SWSH05: Battle Styles,$0.09,$0.25,$1.10
1,Galarian Slowpoke,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Spoink,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
2,Murkrow,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Honchkrow,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$1.00
1,Morpeko,Pokemon,SWSH05: Battle Styles,$0.01,$0.11,$5.00
2,Claydol,Pokemon,SWSH05: Battle Styles,$0.01,$0.20,$1.19
4,Espurr,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Primeape,Pokemon,SWSH05: Battle Styles,$0.04,$0.23,$1.19
1,Onix - [Reverse Holofoil],Pokemon,SWSH05: Battle Styles,$0.03,$0.20,$3.15
1,Cubone,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Conkeldurr - [Reverse Holofoil],Pokemon,SWSH05: Battle Styles,$0.05,$0.25,$1.09
1,Mienfoo,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
3,Rolycoly,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$1.00
1,Carkol,Pokemon,SWSH05: Battle Styles,$0.01,$0.10,$5.00
1,Weedle,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
1,Kakuna - [Reverse Holofoil],Pokemon,SWSH06: Chilling Reign,$0.03,$0.20,$2.00
1,Kakuna,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
1,Ledyba,Pokemon,SWSH06: Chilling Reign,$0.01,$0.09,$5.00
3,Ledian,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
3,Heracross,Pokemon,SWSH06: Chilling Reign,$0.01,$0.07,$40.00
1,Abomasnow,Pokemon,SWSH06: Chilling Reign,$0.04,$0.18,$5.00
2,Deerling,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
1,Sawsbuck,Pokemon,SWSH06: Chilling Reign,$0.01,$0.16,$2.00
3,Bounsweet,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
1,Steenee,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
1,Grookey,Pokemon,SWSH06: Chilling Reign,$0.01,$0.09,$2.00
2,Thwackey,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
3,Castform Sunny Form,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
1,Larvesta,Pokemon,SWSH06: Chilling Reign,$0.01,$0.08,$2.00
1,Volcarona,Pokemon,SWSH06: Chilling Reign,$0.01,$0.15,$1.19
1,Scorbunny,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$30.00
1,Raboot,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
2,Lapras,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
2,Sneasel,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
1,Castform Rainy Form - [Reverse Holofoil],Pokemon,SWSH06: Chilling Reign,$0.02,$0.15,$2.00
1,Castform Snowy Form,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
2,Snorunt,Pokemon,SWSH06: Chilling Reign,$0.01,$0.08,$2.00
2,Spheal,Pokemon,SWSH06: Chilling Reign,$0.01,$0.09,$5.00
1,Sealeo,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$40.00
1,Sobble,Pokemon,SWSH06: Chilling Reign,$0.01,$0.15,$40.00
2,Inteleon - [Holofoil],Pokemon,SWSH06: Chilling Reign,$0.10,$0.50,$9.99
1,Mareep,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$2.00
1,Flaaffy,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
2,Ampharos,Pokemon,SWSH06: Chilling Reign,$0.02,$0.20,$5.00
1,Blitzle,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
2,Gastly,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
1,Ralts,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
3,Kirlia,Pokemon,SWSH06: Chilling Reign,$0.01,$0.15,$5.00
3,Shuppet,Pokemon,SWSH06: Chilling Reign,$0.01,$0.08,$5.00
2,Golett,Pokemon,SWSH06: Chilling Reign,$0.01,$0.09,$5.00
1,Golurk,Pokemon,SWSH06: Chilling Reign,$0.01,$0.17,$1.19
1,Swirlix,Pokemon,SWSH06: Chilling Reign,$0.01,$0.09,$5.00
2,Inkay,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$40.00
1,Malamar - [Reverse Holofoil],Pokemon,SWSH06: Chilling Reign,$0.01,$0.20,$2.00
2,Hatenna,Pokemon,SWSH06: Chilling Reign,$0.01,$0.08,$5.00
1,Hattrem,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
3,Diglett,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
1,Galarian Farfetch'd,Pokemon,SWSH06: Chilling Reign,$0.01,$0.10,$5.00
2,Galarian Sirfetch'd,Pokemon,SWSH06: Chilling Reign,$0.01,$0.15,$2.00
1,Gallade,Pokemon,SWSH06: Chilling Reign,$0.03,$0.25,$2.00
2,Galarian Yamask,Pokemon,SWSH06: Chilling Reign,$0.01,$0.09,$2.00
2,Crabrawler,Pokemon,SWSH06: Chilling Reign,$0.01,$0.07,$2.00
3,Rockruff,Pokemon,SWSH06: Chilling Reign,$0.01,$0.09,$5.00
1,Lycanroc - [Reverse Holofoil],Pokemon,SWSH06: Chilling Reign,$0.10,$0.26,$1.13
1,Passimian,Pokemon,SWSH06: Chilling Reign,$0.02,$0.18,$5.00
1,Dragunity Dux - [1st Edition],YuGiOh,Structure Deck: Dragunity Legion,$0.23,$0.50,$1.39
1,Dragunity Legionnaire - [1st Edition],YuGiOh,Structure Deck: Dragunity Legion,$0.06,$0.25,$1.08
1,Dragunity Tribus - [1st Edition],YuGiOh,Structure Deck: Dragunity Legion,$0.10,$0.25,$1.11
1,Dragunity Darkspear - [1st Edition],YuGiOh,Structure Deck: Dragunity Legion,$0.10,$0.25,$1.14
1,Dragunity Militum - [1st Edition],YuGiOh,Structure Deck: Dragunity Legion,$0.10,$0.25,$1.16
1,Dragunity Primus Pilus - [1st Edition],YuGiOh,Structure Deck: Dragunity Legion,$0.09,$0.25,$1.11
1,Dragunity Brandistock - [1st Edition],YuGiOh,Structure Deck: Dragunity Legion,$0.10,$0.25,$1.13
1,Dragunity Javelin - [1st Edition],YuGiOh,Structure Deck: Dragunity Legion,$0.07,$0.25,$1.14
1,Mist Valley Falcon - [1st Edition],YuGiOh,Structure Deck: Dragunity Legion,$0.05,$0.25,$1.10
1,Hunter Owl - [1st Edition],YuGiOh,Structure Deck: Dragunity Legion,$0.09,$0.25,$1.09
1,Garuda the Wind Spirit - [1st Edition],YuGiOh,Structure Deck: Dragunity Legion,$0.16,$0.75,$3.99
